ID,Name,NCI Codelist Code,Data_Type,Term,NCI Term Code,Decoded_Value,Numeric_Value,Order,Notes,XL Comments
STRATAR,Strata used for Randomization,,text,liver:No|ras_status:Wild Type|region:Other,,"Other, Wild type, Liver metastasis = No",5,5,,
STRATAR,Strata used for Randomization,,text,liver:Yes|ras_status:Wild Type|region:Other,,"Other, Wild type, Liver metastasis = Yes",6,6,,
STRATAR,Strata used for Randomization,,text,liver:No|ras_status:Mutant|region:Other,,"Other, Mutant, Liver metastasis = No",7,7,,
STRATAR,Strata used for Randomization,,text,liver:Yes|ras_status:Mutant|region:Other,,"Other, Mutant, Liver metastasis = Yes",8,8,,
SUSTAT,Substance Use Status,C78738,text,NEVER,C70543,Never user,,1,,
SUSTAT,Substance Use Status,C78738,text,FORMER,C25627,Former user,,2,,
SUSTAT,Substance Use Status,C78738,text,CURRENT,C25471,Current user,,3,,
TOXGRAE,Toxicity Grading (AEs),,text,0,,Grade 0,0,1,,
TOXGRAE,Toxicity Grading (AEs),,text,1,,Grade 1,1,2,,
TOXGRAE,Toxicity Grading (AEs),,text,2,,Grade 2,2,3,,
TOXGRAE,Toxicity Grading (AEs),,text,3,,Grade 3,3,4,,
TOXGRAE,Toxicity Grading (AEs),,text,4,,Grade 4,4,5,,
TOXGRAE,Toxicity Grading (AEs),,text,5,,Grade 5,5,6,,
TOXGRLB,Toxicity Grading (Labs),,text,0,,Grade 0,0,1,,
TOXGRLB,Toxicity Grading (Labs),,text,1,,Grade 1,1,2,,
TOXGRLB,Toxicity Grading (Labs),,text,2,,Grade 2,2,3,,
TOXGRLB,Toxicity Grading (Labs),,text,3,,Grade 3,3,4,,
TOXGRLB,Toxicity Grading (Labs),,text,4,,Grade 4,4,5,,
TRT01A,Actual Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 360 MG,,,1,1,,
TRT01A,Actual Treatment for Period 01,,text,XL092 40 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,2,2,,
TRT01A,Actual Treatment for Period 01,,text,XL092 60 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,3,3,,
TRT01A,Actual Treatment for Period 01,,text,XL092 80 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,4,4,,
TRT01A,Actual Treatment for Period 01,,text,XL092 100 MG,,,5,5,,
TRT01A,Actual Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 480 MG,,,6,6,,
TRT01A,Actual Treatment for Period 01,,text,XL092 60 MG + NIVOLUMAB 480 MG + RELATLIMAB 480 MG,,,7,7,,
TRT01A,Actual Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 480 MG + RELATLIMAB 480 MG,,,8,8,,
TRT01A,Actual Treatment for Period 01,,text,XL092 60 MG,,,9,9,,
TRT01A,Actual Treatment for Period 01,,text,"XL092 60 MG +
NIVOLUMAB 360 MG",,,10,10,,
TRT01A,Actual Treatment for Period 01,,text,"XL092 60 MG +
NIVOLUMAB 480 MG",,,11,11,,
TRT01A,Actual Treatment for Period 01,,text,Not Treated,,,99,12,,
TRT01P,Planned Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 360 MG,,,1,1,,
TRT01P,Planned Treatment for Period 01,,text,XL092 40 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,2,2,,
TRT01P,Planned Treatment for Period 01,,text,XL092 60 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,3,3,,
TRT01P,Planned Treatment for Period 01,,text,XL092 80 MG + NIVOLUMAB 3 MG/KG + IPILIMUMAB 1 MG/KG,,,4,4,,
TRT01P,Planned Treatment for Period 01,,text,XL092 100 MG,,,5,5,,
TRT01P,Planned Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 480 MG,,,6,6,,
TRT01P,Planned Treatment for Period 01,,text,XL092 60 MG + NIVOLUMAB 480 MG + RELATLIMAB 480 MG,,,7,7,,
TUHAND,Handedness of Primary Tumor,,text,Left-side,,,,1,,
TUHAND,Handedness of Primary Tumor,,text,Right-side,,,,2,,
TUHAND,Handedness of Primary Tumor,,text,Missing,,,,3,,
Y,No Yes Response (Y Subset),C66742,text,Y,C49488,Yes,,1,,
TRT01P,Planned Treatment for Period 01,,text,XL092 100 MG + NIVOLUMAB 480 MG + RELATLIMAB 480 MG,,,8,8,,
TRT01P,Planned Treatment for Period 01,,text,XL092 60 MG,,,9,9,,
TRT01P,Planned Treatment for Period 01,,text,"XL092 60 MG +
NIVOLUMAB 360 MG",,,10,10,,
TRT01P,Planned Treatment for Period 01,,text,"XL092 60 MG +
NIVOLUMAB 480 MG",,,11,11,,
,,,,,,,,,,
PARTR,ADTR Parameters,,text,TUMSTIV,,Tumor State per Investigator,1,1,,
PARTR,ADTR Parameters,,text,LDIAMIV,,Longest Diameter per Investigator (mm),2,2,,
PARTR,ADTR Parameters,,text,SUMDIV,,Sum of Diameters per Investigator (mm),3,3,,
PARTR,ADTR Parameters,,text,TUMSTIR,,Tumor State per Independent Assessor,4,4,,
PARTR,ADTR Parameters,,text,LDIAMIR,,Longest Diameter per Independent Assessor (mm),5,5,,
PARTR,ADTR Parameters,,text,SUMDIR,,Sum of Diameters per Independent Assessor (mm),6,6,,
PARRS,ADRS Parameters,,text,NTRGIVR,,Non-target Response Per Investigator,1,1,,
PARRS,ADRS Parameters,,text,NEWLIVR,,New Lesion Per Investigator,2,2,,
PARRS,ADRS Parameters,,text,OVRLRIVR,,Overall Response Per Investigator,3,3,,
TEVAL,Tumor Evaluator,,text,INVESTIGATOR,,Investigator,,1,,
TUP1CAT,Parameter Category for Tumor Datasets,,text,RECIST 1.1,,,,1,,
PARINT,ADEFFINT Parameters,,text,NBLIVR,,"No Baseline ATA , per Inv using RECIST 1.1 ",1,1,,
PARINT,ADEFFINT Parameters,,text,NPBIVR,,"No Post-Baseline ATA , per Inv using RECIST 1.1 ",2,2,,
PARINT,ADEFFINT Parameters,,text,NBLPBIVR,,"No Baseline and No Post-Baseline ATA , per Inv using RECIST 1.1 ",3,3,,
PARINT,ADEFFINT Parameters,,text,CRESPIVR,,"Date of Confirmed Objective Response, per Inv using RECIST 1.1 ",4,4,,
PARINT,ADEFFINT Parameters,,text,DTHDT,,Date of Death,5,5,,
PARINT,ADEFFINT Parameters,,text,INVPDDT,,"Date of Radiographic PD, per Inv using RECIST 1.1 ",6,6,,
PARINT,ADEFFINT Parameters,,text,LSTFUP,,Lost to Follow-up,7,7,,
PARINT,ADEFFINT Parameters,,text,WDCFDT,,Date of Withdrawal of Full Consent,8,8,,
PARINT,ADEFFINT Parameters,,text,SPNSRDEC,,Date of Withdrawal Per Sponsor Decision,9,9,,
PARINT,ADEFFINT Parameters,,text,LSTALVDT,,Date Last Known Alive,10,10,,
PARINT,ADEFFINT Parameters,,text,SYSACTDT,,Date of First Systemic Non-Radiation Therapy,11,11,,
PARINT,ADEFFINT Parameters,,text,SURGTLDT,,Date of Surgical Resection of Target Lesion(s),12,12,,
PARINT,ADEFFINT Parameters,,text,RADDZDT,,Date of Local Radiation to Soft Tissue for Disease Under Study,13,13,,
PARINT,ADEFFINT Parameters,,text,CUTDT,,Date of Data Cut-Off,14,14,,
SRCDEFF,Source Data for ADEFFINT,,text,ADSL,,,,1,,
SRCDEFF,Source Data for ADEFFINT,,text,ADEFFSUM,,,,2,,
SRCDEFF,Source Data for ADEFFINT,,text,ADRS,,,,3,,
SRCDEFF,Source Data for ADEFFINT,,text,ADPR,,,,4,,
SRCVEFF,Source Variables for ADEFFINT,,text,DTHDT,,,,1,,
SRCVEFF,Source Variables for ADEFFINT,,text,SYSACTDT,,,,2,,
SRCVEFF,Source Variables for ADEFFINT,,text,WDCFDT,,,,3,,
SRCVEFF,Source Variables for ADEFFINT,,text,SYSACTDT,,,,4,,
SRCVEFF,Source Variables for ADEFFINT,,text,LSTALVDT,,,,5,,
SRCVEFF,Source Variables for ADEFFINT,,text,CUTDT,,,,6,,
SRCVEFF,Source Variables for ADEFFINT,,text,RANDDT,,,,7,,
SRCVEFF,Source Variables for ADEFFINT,,text,ADT,,,,8,,
SRCVEFF,Source Variables for ADEFFINT,,text,ASTDT,,,,9,,
PAREFS,ADEFFSUM Parameters,,text,BPBSDIVR,,"At Least 1 BL and Post-BL SoD, per Inv using RECIST 1.1",1,1,,
PAREFS,ADEFFSUM Parameters,,text,MXPSDIVR,,"Maximum Percent Reduction from BL SoD, per Inv using RECIST 1.1",2,2,,
PAREFS,ADEFFSUM Parameters,,text,REDSDIVR,,"Any Reduction in SoD Before 1st PD, per Inv using RECIST 1.1 ",3,3,,
PAREFS,ADEFFSUM Parameters,,text,BNEIVR1,,"Reason 1 For BOR of NE, per Inv using RECIST 1.1 ",5,5,,
PAREFS,ADEFFSUM Parameters,,text,BNEIVR2,,"Reason 2 For BOR of NE, per Inv using RECIST 1.1 ",6,6,,
PAREFS,ADEFFSUM Parameters,,text,BNEIVR3,,"Reason 3 For BOR of NE, per Inv using RECIST 1.1 ",7,7,,
PAREFS,ADEFFSUM Parameters,,text,BNEIVR4,,"Reason 4 For BOR of NE, per Inv using RECIST 1.1 ",8,8,,
PAREFS,ADEFFSUM Parameters,,text,BNEIVR5,,"Reason 5 For BOR of NE, per Inv using RECIST 1.1 ",9,9,,
PAREFS,ADEFFSUM Parameters,,text,CBORIVR,,"Confirmed Best Overall Response, per Inv using RECIST 1.1 ",11,11,,
PAREFS,ADEFFSUM Parameters,,text,TTRIVR,,"Time to Response (months), per Inv using RECIST 1.1  ",12,12,,
SRCDEFFS,Source Data for ADEFFSUM,,text,ADTR,,,,1,,
SRCDEFFS,Source Data for ADEFFSUM,,text,ADRS,,,,2,,
SRCVEFFS,Source Variables for ADEFFSUM,,text,PCHG,,,,1,,
SRCVEFFS,Source Variables for ADEFFSUM,,text,CRIT1FL,,,,2,,
SRCVEFFS,Source Variables for ADEFFSUM,,text,AVALC,,,,3,,
CRIT1ES,Analysis Criterion 1 for ADEFFSUM,,,Objective Response,,,,1,,
CRIT2ES,Analysis Criterion 2 for ADEFFSUM,,,Disease Control,,,,1,,
SRCDTTE,Source Data for ADTTE,,text,ADTTEINT,,,,,,
SRCVTTE,Source Variable for ADTTE,,text,ADT,,,,,,
PARTTE,ADTTE Parameters,,text,OS,,Overall Survival (months),1,1,,
PARTTE,ADTTE Parameters,,text,OSLSFU,,Overall Survival (months) with Lost to Follow-up as Event,2,2,,
PARTTE,ADTTE Parameters,,text,OSSACT,,Overall Survival (months) with Censoring at Systemic Anti-Cancer Therapy,3,3,,
PARTTE,ADTTE Parameters,,text,PFSIVR,,"Progression Free Survival (months), per Inv using RECIST 1.1  ",4,4,,
PARTTE,ADTTE Parameters,,text,DORIVR,,"Duration of Response (months), per Inv using RECIST 1.1  ",5,5,,
PARVS,ADVS Parameters,C66741,text,HEIGHT,C25347,Height (cm),1,4,,
PARVS,ADVS Parameters,C66741,text,WEIGHT,C181552,Weight (kg),2,5,,
PARVS,ADVS Parameters,C66741,text,TEMP,C174446,Temperature (C),3,6,,
PARVS,ADVS Parameters,C66741,text,RESP,C49678,Respiratory Rate (breaths/min),4,7,,
PARVS,ADVS Parameters,C66741,text,PULSE,C49676,Pulse Rate (beats/min),5,5,,
PARVS,ADVS Parameters,C66741,text,SYSBP,C25298,Systolic Blood Pressure (mmHg),6,6,,
PARVS,ADVS Parameters,C66741,text,DIABP,C25299,Diastolic Blood Pressure (mmHg),7,7,,
EGCCAT1,ADEG CHG Categories 1,,text,<= 30 msec,,,,1,,
EGCCAT1,ADEG CHG Categories 1,,text,> 30 msec,,,,2,,
EGCCAT2,ADEG CHG Categories 2,,text,<= 60 msec,,,,1,,
EGCCAT2,ADEG CHG Categories 2,,text,> 60 msec,,,,2,,
EGVCAT1,ADEG AVAL Categories 1,,text,<= 450 msec,,,,1,,
EGVCAT1,ADEG AVAL Categories 1,,text,> 450 msec,,,,2,,
EGVCAT2,ADEG AVAL Categories 2,,text,<= 480 msec,,,,1,,
EGVCAT2,ADEG AVAL Categories 2,,text,> 480 msec,,,,2,,
EGVCAT3,ADEG AVAL Categories 3,,text,<= 500 msec,,,,1,,
EGVCAT3,ADEG AVAL Categories 3,,text,> 500 msec,,,,2,,
PAREG,ADEG Parameters,,text,QTCFSB,,"QTcF Interval, Single Beat (msec)",,1,,
PAREG,ADEG Parameters,,text,INTP,,Interpretation,,2,,
PARRS,ADRS Parameters,,text,OVRLRBI,,Overall Response by CT/MRI Scan per BICR,4,4,,
PARRS,ADRS Parameters,,text,OVRLRPC,,Overall Response by Bone Scan per BICR,5,5,,
PARRS,ADRS Parameters,,text,OVRLRPV,,Overall Response by Bone Scan per Investigator,6,6,,
PARINT,ADEFFINT Parameters,,text,PSAR,,PSA Response,15,15,,
PARINT,ADEFFINT Parameters,,text,PSAP,,PSA Progression,16,16,,
PARINT,ADEFFINT Parameters,,text,NBLPBPSA ,,No Baseline and No Post-Baseline PSA,17,17,,
PARINT,ADEFFINT Parameters,,text,NBLPSA ,,No Baseline PSA,18,18,,
PARINT,ADEFFINT Parameters,,text,NPBLPSA,,No Post-Baseline PSA,19,19,,
PARINT,ADEFFINT Parameters,,text,TCONPSA,,Two Consecutive Missing PSA,20,20,,
PARINT,ADEFFINT Parameters,,text,NBLBI,,No Baseline ATA BIRC ,21,21,,
PARINT,ADEFFINT Parameters,,text,NPBBI,,No Post-Baseline ATA BIRC,22,22,,
PARINT,ADEFFINT Parameters,,text,NBLPBBI,,No Baseline and No Post-Baseline ATA BIRC,23,23,,
PARINT,ADEFFINT Parameters,,text,NBLPC,,No Baseline ATA PCWG3,24,24,,
PARINT,ADEFFINT Parameters,,text,NPBPC,,No Post-Baseline ATA PCWG3,25,25,,
PARINT,ADEFFINT Parameters,,text,NBLPBPC,,No Baseline and No Post-Baseline ATA PCWG3,26,26,,
PARINT,ADEFFINT Parameters,,text,RADDBDT,,Date of Local Radiation to Bone for Disease Under Study,27,27,,
PARINT,ADEFFINT Parameters,,text,IRCPDDT,,"Date of Radiographic PD, per BIRC using RECIST 1.1 ",28,28,,
PARINT,ADEFFINT Parameters,,text,PCWPDDT,,"Date of Radiographic PD, per PCWG3",29,29,,
PARINT,ADEFFINT Parameters,,text,NBLPV,,No Baseline ATA PCWG3 per INV,30,30,,
PARINT,ADEFFINT Parameters,,text,NPBPV,,No Post-Baseline ATA PCWG3 per INV,31,31,,
PARINT,ADEFFINT Parameters,,text,NBLPBPV,,No Baseline and No Post-Baseline ATA PCWG3 per INV,32,32,,
PARINT,ADEFFINT Parameters,,text,PCVPDDT,,"Date of Radiographic PD, per PCWG3 per INV",33,33,,
PAREFS,ADEFFSUM Parameters,,text,CBORPC,,Confirmed Best Overall Response PCWG3,13,13,,
PAREFS,ADEFFSUM Parameters,,text,CBORBI,,Confirmed Best Overall Response BICR,14,14,,
PAREFS,ADEFFSUM Parameters,,text,BNEPC1,,Reason 1 For BOR of NE PCWG3,15,15,,
PAREFS,ADEFFSUM Parameters,,text,BNEPC2,,Reason 2 For BOR of NE PCWG3,16,16,,
PAREFS,ADEFFSUM Parameters,,text,BNEPC3,,Reason 3 For BOR of NE PCWG3,17,17,,
PAREFS,ADEFFSUM Parameters,,text,BNEPC4,,Reason 4 For BOR of NE PCWG3,18,18,,
PAREFS,ADEFFSUM Parameters,,text,BNEPC5,,Reason 5 For BOR of NE PCWG3,19,19,,
PAREFS,ADEFFSUM Parameters,,text,BNEBI1,,Reason 1 For BOR of NE BICR,20,20,,
PAREFS,ADEFFSUM Parameters,,text,BNEBI2,,Reason 2 For BOR of NE BICR,21,21,,
PAREFS,ADEFFSUM Parameters,,text,BNEBI3,,Reason 3 For BOR of NE BICR,22,22,,
PAREFS,ADEFFSUM Parameters,,text,BNEBI4,,Reason 4 For BOR of NE BICR,23,23,,
PAREFS,ADEFFSUM Parameters,,text,BNEBI5,,Reason 5 For BOR of NE BICR,24,24,,
PARTTE,ADTTE Parameters,,text,PFSPC,,Progression Free Survival (months) PCWG3 per BICR,6,6,,
PARTTE,ADTTE Parameters,,text,PFSBI,,Progression Free Survival (months) BICR,7,7,,
PARTTE,ADTTE Parameters,,text,PSARTTE,,Time to PSA Response (weeks),8,8,,
PARTTE,ADTTE Parameters,,text,PSAPTTE,,Time to PSA Progression (months),9,9,,
PARTTE,ADTTE Parameters,,text,PFSPV,,Progression Free Survival (months) PCWG3 per INV,10,10,,
PARAETT,ADAETTE Parameters,,text,TTONADI,,Time to Onset of ADRENAL INSUFFICIENCY (weeks),1,1,,
PARAETT,ADAETTE Parameters,,text,TTONDIC,,Time to Onset of DIARRHEA/COLITIS (weeks),2,2,,
PARAETT,ADAETTE Parameters,,text,TTONDMY,,Time to Onset of Demyelination (weeks),3,3,,
PARAETT,ADAETTE Parameters,,text,TTONDBM,,Time to Onset of Diabetes mellitus (weeks),4,4,,
PARAETT,ADAETTE Parameters,,text,TTONENC,,Time to Onset of Encephalitis (weeks),5,5,,
PARAETT,ADAETTE Parameters,,text,TTONGVH,,Time to Onset of Graft versus host disease (weeks),6,6,,
PARAETT,ADAETTE Parameters,,text,TTONGBS,,Time to Onset of Guillain-Barre syndrome (weeks),7,7,,
PARAETT,ADAETTE Parameters,,text,TTONHTY,,Time to Onset of HYPERTHYROIDISM (weeks),8,8,,
PARAETT,ADAETTE Parameters,,text,TTONHPH,,Time to Onset of HYPOPHYSITIS (weeks),9,9,,
PARAETT,ADAETTE Parameters,,text,TTONHEP,,Time to Onset of Hepatitis (weeks),10,10,,
PARAETT,ADAETTE Parameters,,text,TTONHSY,,Time to Onset of Hypersensitivity (weeks),11,11,,
PARAETT,ADAETTE Parameters,,text,TTONHOT,,Time to Onset of Hypothyroidism (weeks),12,12,,
PARAETT,ADAETTE Parameters,,text,TTONMYS,,Time to Onset of Myasthenic syndrome (weeks),13,13,,
PARAETT,ADAETTE Parameters,,text,TTONMYC,,Time to Onset of Myocarditis (weeks),14,14,,
PARAETT,ADAETTE Parameters,,text,TTONMRH,,Time to Onset of Myositis and Rhabdomyolysis (weeks),15,15,,
PARAETT,ADAETTE Parameters,,text,TTONNRD,,Time to Onset of Nephritis and Renal Dysfunction (weeks),16,16,,
PARAETT,ADAETTE Parameters,,text,TTONPNE,,Time to Onset of PNEUMONITIS (weeks),17,17,,
PARAETT,ADAETTE Parameters,,text,TTONPAN,,Time to Onset of Pancreatitis (weeks),18,18,,
PARAETT,ADAETTE Parameters,,text,TTONRSH,,Time to Onset of Rash (weeks),19,19,,
PARAETT,ADAETTE Parameters,,text,TTONTHY,,Time to Onset of Thyroiditis (weeks),20,20,,
PARAETT,ADAETTE Parameters,,text,TTONUVE,,Time to Onset of Uveitis (weeks),21,21,,
PARAETT,ADAETTE Parameters,,text,TTORRMG,,Time to Onset of Rela Meningitis (weeks),22,22,,
PARAETT,ADAETTE Parameters,,text,TTORRTP,,Time to Onset of Rela Troponin (weeks),23,23,,
PARAETT,ADAETTE Parameters,,text,TTOXATE,,Time to Onset of Arterial thromboembolic events (weeks),24,24,,
PARAETT,ADAETTE Parameters,,text,TTOXGPF,,Time to Onset of GI perforation and fistula (weeks),25,25,,
PARAETT,ADAETTE Parameters,,text,TTOXHMD,,Time to Onset of Haemorrhage (weeks),26,26,,
PARAETT,ADAETTE Parameters,,text,TTOXHTX,,Time to Onset of Hepatotoxicity (weeks),27,27,,
PARAETT,ADAETTE Parameters,,text,TTOXHPT,,Time to Onset of Hypertension (weeks),28,28,,
PARAETT,ADAETTE Parameters,,text,TTOXPRT,,Time to Onset of Proteinuria (weeks),29,29,,
PARAETT,ADAETTE Parameters,,text,TTOXVMT,,Time to Onset of Venous/Mixed thromboembolic events (weeks),30,30,,
PARAETT,ADAETTE Parameters,,text,TTOXWDC,,Time to Onset of Wound complication (weeks),31,31,,
PARAETT,ADAETTE Parameters,,text,TTRNADI,,Time to Resolution of ADRENAL INSUFFICIENCY (weeks),32,32,,
PARAETT,ADAETTE Parameters,,text,TTRNDIC,,Time to Resolution of DIARRHEA/COLITIS (weeks),33,33,,
PARAETT,ADAETTE Parameters,,text,TTRNDMY,,Time to Resolution of Demyelination (weeks),34,34,,
PARAETT,ADAETTE Parameters,,text,TTRNDBM,,Time to Resolution of Diabetes mellitus (weeks),35,35,,
PARAETT,ADAETTE Parameters,,text,TTRNENC,,Time to Resolution of Encephalitis (weeks),36,36,,
PARAETT,ADAETTE Parameters,,text,TTRNGVH,,Time to Resolution of Graft versus host disease (weeks),37,37,,
PARAETT,ADAETTE Parameters,,text,TTRNGBS,,Time to Resolution of Guillain-Barre syndrome (weeks),38,38,,
PARAETT,ADAETTE Parameters,,text,TTRNHTY,,Time to Resolution of HYPERTHYROIDISM (weeks),39,39,,
PARAETT,ADAETTE Parameters,,text,TTRNHPH,,Time to Resolution of HYPOPHYSITIS (weeks),40,40,,
PARAETT,ADAETTE Parameters,,text,TTRNHEP,,Time to Resolution of Hepatitis (weeks),41,41,,
PARAETT,ADAETTE Parameters,,text,TTRNHSY,,Time to Resolution of Hypersensitivity (weeks),42,42,,
PARAETT,ADAETTE Parameters,,text,TTRNHOT,,Time to Resolution of Hypothyroidism (weeks),43,43,,
PARAETT,ADAETTE Parameters,,text,TTRNMYS,,Time to Resolution of Myasthenic syndrome (weeks),44,44,,
PARAETT,ADAETTE Parameters,,text,TTRNMYC,,Time to Resolution of Myocarditis (weeks),45,45,,
PARAETT,ADAETTE Parameters,,text,TTRNMRH,,Time to Resolution of Myositis and Rhabdomyolysis (weeks),46,46,,
PARAETT,ADAETTE Parameters,,text,TTRNNRD,,Time to Resolution of Nephritis and Renal Dysfunction (weeks),47,47,,
PARAETT,ADAETTE Parameters,,text,TTRNPNE,,Time to Resolution of PNEUMONITIS (weeks),48,48,,
PARAETT,ADAETTE Parameters,,text,TTRNPAN,,Time to Resolution of Pancreatitis (weeks),49,49,,
PARAETT,ADAETTE Parameters,,text,TTRNRSH,,Time to Resolution of Rash (weeks),50,50,,
PARAETT,ADAETTE Parameters,,text,TTRNTHY,,Time to Resolution of Thyroiditis (weeks),51,51,,
PARAETT,ADAETTE Parameters,,text,TTRNUVE,,Time to Resolution of Uveitis (weeks),52,52,,
PARAETT,ADAETTE Parameters,,text,TTRRRMG,,Time to Resolution of Rela Meningitis (weeks),53,53,,
PARAETT,ADAETTE Parameters,,text,TTRRRTP,,Time to Resolution of Rela Troponin (weeks),54,54,,
PARAETT,ADAETTE Parameters,,text,TTRXATE,,Time to Resolution of Arterial thromboembolic events (weeks),55,55,,
PARAETT,ADAETTE Parameters,,text,TTRXGPF,,Time to Resolution of GI perforation and fistula (weeks),56,56,,
PARAETT,ADAETTE Parameters,,text,TTRXHMD,,Time to Resolution of Haemorrhage (weeks),57,57,,
PARAETT,ADAETTE Parameters,,text,TTRXHTX,,Time to Resolution of Hepatotoxicity (weeks),58,58,,
PARAETT,ADAETTE Parameters,,text,TTRXHPT,,Time to Resolution of Hypertension (weeks),59,59,,
PARAETT,ADAETTE Parameters,,text,TTRXPRT,,Time to Resolution of Proteinuria (weeks),60,60,,
PARAETT,ADAETTE Parameters,,text,TTRXVMT,,Time to Resolution of Venous/Mixed thromboembolic events (weeks),61,61,,
PARAETT,ADAETTE Parameters,,text,TTRXWDC,,Time to Resolution of Wound complication (weeks),62,62,,
LBP2CAT,ADLB Parameter Category 2,,text,BI-DIRECTIONAL GRADING,,,,1,,
LBP2CAT,ADLB Parameter Category 2,,text,UNI-DIRECTIONAL GRADING,,,,2,,
